State,Year,Quarter,Pincode,Count,Amount
Puducherry,2020,2,605110,99127,99127
Puducherry,2020,2,533464,78024,78024
Puducherry,2020,2,605107,68648,68648
Puducherry,2020,2,605008,64529,64529
Puducherry,2020,2,605004,61104,61104
Puducherry,2020,2,605009,60243,60243
Puducherry,2020,2,605010,40672,40672
Puducherry,2020,2,605007,39600,39600
Puducherry,2020,2,605011,35334,35334
Puducherry,2020,3,605002,563408,563408
Puducherry,2020,3,605110,130756,130756
Puducherry,2020,3,533464,105613,105613
Puducherry,2020,3,605008,96375,96375
Puducherry,2020,3,605004,93247,93247
Puducherry,2020,3,605107,91162,91162
Puducherry,2020,3,605009,86795,86795
Puducherry,2020,3,605011,62198,62198
Puducherry,2020,3,605010,61273,61273
Puducherry,2020,3,605013,56558,56558
Puducherry,2020,4,605002,638379,638379
Puducherry,2020,4,605110,224634,224634
Puducherry,2020,4,533464,182547,182547
Puducherry,2020,4,605008,165010,165010
Puducherry,2020,4,605004,162165,162165
Puducherry,2020,4,605107,148982,148982
Puducherry,2020,4,605009,145128,145128
Puducherry,2020,4,605011,129838,129838
Puducherry,2020,4,605001,119892,119892
Puducherry,2020,4,605013,109509,109509
Puducherry,2021,1,605002,1036280,1036280
Puducherry,2021,1,605110,241566,241566
Puducherry,2021,1,533464,178609,178609
Puducherry,2021,1,605004,169709,169709
Puducherry,2021,1,605008,166417,166417
Puducherry,2021,1,605009,162355,162355
Puducherry,2021,1,605107,161702,161702
Puducherry,2021,1,605001,148796,148796
Puducherry,2021,1,605011,141034,141034
Puducherry,2021,1,605013,122949,122949
Puducherry,2021,2,605002,1448920,1448920
Puducherry,2021,2,605110,260753,260753
Puducherry,2021,2,533464,212893,212893
Puducherry,2021,2,605107,183884,183884
Puducherry,2021,2,605008,175805,175805
Puducherry,2021,2,605009,174981,174981
Puducherry,2021,2,605004,171368,171368
Puducherry,2021,2,605010,115420,115420
Puducherry,2021,2,605011,111470,111470
Puducherry,2021,2,605007,109332,109332
Puducherry,2021,3,605002,1867399,1867399
Puducherry,2021,3,605110,346358,346358
Puducherry,2021,3,533464,289263,289263
Puducherry,2021,3,605107,246787,246787
Puducherry,2021,3,605004,239043,239043
Puducherry,2021,3,605008,233980,233980
Puducherry,2021,3,605009,223798,223798
Puducherry,2021,3,605001,207798,207798
Puducherry,2021,3,605011,192556,192556
Puducherry,2021,3,605013,165590,165590
Puducherry,2021,4,605002,2320004,2320004
Puducherry,2021,4,605110,424922,424922
Puducherry,2021,4,533464,360182,360182
Puducherry,2021,4,605107,302520,302520
Puducherry,2021,4,605004,292666,292666
Puducherry,2021,4,605008,283470,283470
Puducherry,2021,4,605001,279864,279864
Puducherry,2021,4,605009,272096,272096
Puducherry,2021,4,605011,248717,248717
Puducherry,2021,4,605013,200735,200735
Puducherry,2022,1,605002,2725323,2725323
Puducherry,2022,1,605110,483083,483083
Puducherry,2022,1,533464,410527,410527
Puducherry,2022,1,605107,348546,348546
Puducherry,2022,1,605004,333638,333638
Puducherry,2022,1,605008,323707,323707
Puducherry,2022,1,605001,323420,323420
Puducherry,2022,1,605009,302620,302620
Puducherry,2022,1,605011,275930,275930
Puducherry,2022,1,605013,222478,222478
Puducherry,2022,2,605002,3234467,3234467
Puducherry,2022,2,605110,554270,554270
Puducherry,2022,2,533464,481753,481753
Puducherry,2022,2,605107,395111,395111
Puducherry,2022,2,605001,383977,383977
Puducherry,2022,2,605004,378032,378032
Puducherry,2022,2,605008,369960,369960
Puducherry,2022,2,605009,345483,345483
Puducherry,2022,2,605011,330790,330790
Puducherry,2022,2,605007,262208,262208
Puducherry,2022,3,605007,1216338,1216338
Puducherry,2022,3,605002,627419,627419
Puducherry,2022,3,605110,563619,563619
Puducherry,2022,3,533464,466305,466305
Puducherry,2022,3,605107,405032,405032
Puducherry,2022,3,605004,382590,382590
Puducherry,2022,3,605008,378194,378194
Puducherry,2022,3,605001,376274,376274
Puducherry,2022,3,605009,355144,355144
Puducherry,2022,3,605011,333838,333838
Puducherry,2022,4,605007,1538392,1538392
Puducherry,2022,4,605110,611796,611796
Puducherry,2022,4,533464,536311,536311
Puducherry,2022,4,605107,434827,434827
Puducherry,2022,4,605001,429947,429947
Puducherry,2022,4,605004,417307,417307
Puducherry,2022,4,605008,407547,407547
Puducherry,2022,4,605009,382364,382364
Puducherry,2022,4,605011,365415,365415
Puducherry,2022,4,605002,287384,287384
Punjab,2018,1,141003,79956,79956
Punjab,2018,1,143001,65131,65131
Punjab,2018,1,140301,44628,44628
Punjab,2018,1,141008,43174,43174
Punjab,2018,1,144411,37436,37436
Punjab,2018,1,145001,34864,34864
Punjab,2018,1,141017,34314,34314
Punjab,2018,1,140603,32591,32591
Punjab,2018,1,147001,32289,32289
Punjab,2018,1,141010,30964,30964
Punjab,2018,2,143001,98459,98459
Punjab,2018,2,141003,90265,90265
Punjab,2018,2,141008,69917,69917
Punjab,2018,2,140301,59441,59441
Punjab,2018,2,145001,52318,52318
Punjab,2018,2,147001,48770,48770
Punjab,2018,2,140603,46762,46762
Punjab,2018,2,141010,42451,42451
Punjab,2018,2,152116,40513,40513
Punjab,2018,2,140308,40380,40380
Punjab,2018,3,143001,132508,132508
Punjab,2018,3,141003,103138,103138
Punjab,2018,3,141008,101702,101702
Punjab,2018,3,140301,91414,91414
Punjab,2018,3,145001,72110,72110
Punjab,2018,3,141010,67457,67457
Punjab,2018,3,147001,66501,66501
Punjab,2018,3,140603,66176,66176
Punjab,2018,3,152116,61171,61171
Punjab,2018,3,141017,55220,55220
Punjab,2018,4,143001,200120,200120
Punjab,2018,4,141008,138792,138792
Punjab,2018,4,141003,135820,135820
Punjab,2018,4,140301,119615,119615
Punjab,2018,4,145001,102415,102415
Punjab,2018,4,141017,100991,100991
Punjab,2018,4,147001,91761,91761
Punjab,2018,4,140603,91324,91324
Punjab,2018,4,141010,85304,85304
Punjab,2018,4,140308,78867,78867
Punjab,2019,1,141003,595707,595707
Punjab,2019,1,140301,280331,280331
Punjab,2019,1,143001,271968,271968
Punjab,2019,1,141008,162745,162745
Punjab,2019,1,141017,160471,160471
Punjab,2019,1,141010,151172,151172
Punjab,2019,1,140308,143153,143153
Punjab,2019,1,144411,133287,133287
Punjab,2019,1,140603,119962,119962
Punjab,2019,1,147001,118966,118966
Punjab,2019,2,141003,1655885,1655885
Punjab,2019,2,140301,656956,656956
Punjab,2019,2,143001,328302,328302
Punjab,2019,2,144001,223171,223171
Punjab,2019,2,141008,170863,170863
Punjab,2019,2,144411,167689,167689
Punjab,2019,2,140603,137109,137109
Punjab,2019,2,140308,130201,130201
Punjab,2019,2,147001,117478,117478
Punjab,2019,2,141001,109420,109420
Punjab,2019,3,141003,1510018,1510018
Punjab,2019,3,140301,729119,729119
Punjab,2019,3,143001,480086,480086
Punjab,2019,3,144411,339659,339659
Punjab,2019,3,141008,247451,247451
Punjab,2019,3,144001,242232,242232
Punjab,2019,3,140603,203430,203430
Punjab,2019,3,140308,179291,179291
Punjab,2019,3,147001,172849,172849
Punjab,2019,3,141001,155082,155082
Punjab,2019,4,141003,1876920,1876920
Punjab,2019,4,140301,932713,932713
Punjab,2019,4,143001,576382,576382
Punjab,2019,4,144411,465401,465401
Punjab,2019,4,141008,448788,448788
Punjab,2019,4,144001,339061,339061
Punjab,2019,4,140308,255729,255729
Punjab,2019,4,140603,246804,246804
Punjab,2019,4,147001,205634,205634
Punjab,2019,4,141001,183621,183621
Punjab,2020,1,141008,2204060,2204060
Punjab,2020,1,140308,782052,782052
Punjab,2020,1,143001,655170,655170
Punjab,2020,1,144411,502715,502715
Punjab,2020,1,144001,399344,399344
Punjab,2020,1,140301,388888,388888
Punjab,2020,1,140603,279571,279571
Punjab,2020,1,147001,218251,218251
Punjab,2020,1,141001,196501,196501
Punjab,2020,1,141003,188752,188752
Punjab,2020,2,141008,1933611,1933611
Punjab,2020,2,143001,606568,606568
Punjab,2020,2,140308,390635,390635
Punjab,2020,2,144001,293695,293695
Punjab,2020,2,140301,242270,242270
Punjab,2020,2,140603,230721,230721
Punjab,2020,2,145001,206228,206228
Punjab,2020,2,147001,196701,196701
Punjab,2020,2,141003,165637,165637
Punjab,2020,2,141001,162462,162462
Punjab,2020,3,141008,2867721,2867721
Punjab,2020,3,143001,769451,769451
Punjab,2020,3,140308,383703,383703
Punjab,2020,3,140603,360947,360947
Punjab,2020,3,140301,346393,346393
Punjab,2020,3,144001,272576,272576
Punjab,2020,3,147001,267878,267878
Punjab,2020,3,145001,248823,248823
Punjab,2020,3,141003,227044,227044
Punjab,2020,3,141001,225006,225006
Punjab,2020,4,141008,2976448,2976448
Punjab,2020,4,143001,1085788,1085788
Punjab,2020,4,140603,562676,562676
Punjab,2020,4,140301,556418,556418
Punjab,2020,4,140308,510268,510268
Punjab,2020,4,147001,379659,379659
Punjab,2020,4,145001,339689,339689
Punjab,2020,4,141001,324863,324863
Punjab,2020,4,144001,318708,318708
Punjab,2020,4,141003,309431,309431
Punjab,2021,1,141008,5548372,5548372
Punjab,2021,1,143001,1262201,1262201
Punjab,2021,1,140308,792653,792653
Punjab,2021,1,140301,691120,691120
Punjab,2021,1,140603,587114,587114
Punjab,2021,1,144001,482416,482416
Punjab,2021,1,147001,410606,410606
Punjab,2021,1,141001,321848,321848
Punjab,2021,1,145001,312643,312643
Punjab,2021,1,141003,302072,302072
Punjab,2021,2,141008,7637763,7637763
Punjab,2021,2,143001,1499864,1499864
Punjab,2021,2,140308,901416,901416
Punjab,2021,2,140301,714080,714080
Punjab,2021,2,140603,619719,619719
Punjab,2021,2,144001,546406,546406
Punjab,2021,2,147001,470972,470972
Punjab,2021,2,145001,388018,388018
Punjab,2021,2,141001,332063,332063
Punjab,2021,2,141003,325305,325305
Punjab,2021,3,141008,11041061,11041061
Punjab,2021,3,143001,1974996,1974996
Punjab,2021,3,140308,1122267,1122267
Punjab,2021,3,140301,880844,880844
Punjab,2021,3,144001,844289,844289
Punjab,2021,3,140603,833255,833255
Punjab,2021,3,147001,648785,648785
Punjab,2021,3,145001,520820,520820
Punjab,2021,3,141001,470394,470394
Punjab,2021,3,151001,425732,425732
Punjab,2021,4,141008,13418112,13418112
Punjab,2021,4,143001,2428211,2428211
Punjab,2021,4,140308,1326368,1326368
Punjab,2021,4,140301,1195981,1195981
Punjab,2021,4,144001,1016229,1016229
Punjab,2021,4,140603,966217,966217
Punjab,2021,4,147001,761878,761878
Punjab,2021,4,145001,678080,678080
Punjab,2021,4,141001,568332,568332
Punjab,2021,4,151001,507382,507382
Punjab,2022,1,141008,14304410,14304410
Punjab,2022,1,143001,2719468,2719468
Punjab,2022,1,140308,1392852,1392852
Punjab,2022,1,140301,1305956,1305956
Punjab,2022,1,140603,1074201,1074201
Punjab,2022,1,144001,1027217,1027217
Punjab,2022,1,147001,822756,822756
Punjab,2022,1,145001,775802,775802
Punjab,2022,1,141001,623201,623201
Punjab,2022,1,151001,589881,589881
Punjab,2022,2,141008,18613851,18613851
Punjab,2022,2,143001,3284678,3284678
Punjab,2022,2,140301,1707376,1707376
Punjab,2022,2,140308,1600015,1600015
Punjab,2022,2,144001,1384185,1384185
Punjab,2022,2,140603,1318798,1318798
Punjab,2022,2,147001,1030096,1030096
Punjab,2022,2,145001,962873,962873
Punjab,2022,2,144411,841422,841422
Punjab,2022,2,141001,760816,760816
Punjab,2022,3,141007,17194042,17194042
Punjab,2022,3,141008,3792453,3792453
Punjab,2022,3,143001,3641708,3641708
Punjab,2022,3,141003,3522146,3522146
Punjab,2022,3,160066,3341430,3341430
Punjab,2022,3,140301,1917528,1917528
Punjab,2022,3,144001,1584180,1584180
Punjab,2022,3,144411,1509657,1509657
Punjab,2022,3,140603,1501915,1501915
Punjab,2022,3,140308,1185509,1185509
Punjab,2022,4,141007,19531735,19531735
Punjab,2022,4,143001,4052053,4052053
Punjab,2022,4,141003,3953534,3953534
Punjab,2022,4,160066,2485138,2485138
Punjab,2022,4,140301,2203096,2203096
Punjab,2022,4,144001,2024135,2024135
Punjab,2022,4,144411,1891911,1891911
Punjab,2022,4,141008,1881474,1881474
Punjab,2022,4,140603,1679582,1679582
Punjab,2022,4,147001,1320186,1320186
Rajasthan,2018,1,302001,209739,209739
Rajasthan,2018,1,302012,143135,143135
Rajasthan,2018,1,302015,137020,137020
Rajasthan,2018,1,302017,134012,134012
Rajasthan,2018,1,302029,128104,128104
Rajasthan,2018,1,302020,113159,113159
Rajasthan,2018,1,302022,101924,101924
Rajasthan,2018,1,311001,99262,99262
Rajasthan,2018,1,301001,84558,84558
Rajasthan,2018,1,302013,82106,82106
Rajasthan,2018,2,302001,242220,242220
Rajasthan,2018,2,302012,192441,192441
Rajasthan,2018,2,302015,192326,192326
Rajasthan,2018,2,302017,167027,167027
Rajasthan,2018,2,302029,158613,158613
Rajasthan,2018,2,302020,150131,150131
Rajasthan,2018,2,311001,133097,133097
Rajasthan,2018,2,302022,125440,125440
Rajasthan,2018,2,301001,116367,116367
Rajasthan,2018,2,302018,115194,115194
Rajasthan,2018,3,302001,304945,304945
Rajasthan,2018,3,302017,298447,298447
Rajasthan,2018,3,302012,292959,292959
Rajasthan,2018,3,302022,291883,291883
Rajasthan,2018,3,302015,281307,281307
Rajasthan,2018,3,302029,241188,241188
Rajasthan,2018,3,302020,221662,221662
Rajasthan,2018,3,311001,195470,195470
Rajasthan,2018,3,302018,172883,172883
Rajasthan,2018,3,301001,172776,172776
Rajasthan,2018,4,302015,444192,444192
Rajasthan,2018,4,302012,437412,437412
Rajasthan,2018,4,302017,436006,436006
Rajasthan,2018,4,302001,429176,429176
Rajasthan,2018,4,302029,369254,369254
Rajasthan,2018,4,302020,363407,363407
Rajasthan,2018,4,302022,342674,342674
Rajasthan,2018,4,302018,270041,270041
Rajasthan,2018,4,311001,256015,256015
Rajasthan,2018,4,301001,255251,255251
Rajasthan,2019,1,302001,4954219,4954219
Rajasthan,2019,1,302017,914628,914628
Rajasthan,2019,1,302015,888065,888065
Rajasthan,2019,1,302012,866730,866730
Rajasthan,2019,1,302022,829260,829260
Rajasthan,2019,1,302029,817617,817617
Rajasthan,2019,1,302020,687134,687134
Rajasthan,2019,1,311001,523857,523857
Rajasthan,2019,1,302018,505288,505288
Rajasthan,2019,1,302013,494916,494916
Rajasthan,2019,2,302001,14130072,14130072
Rajasthan,2019,2,302015,961632,961632
Rajasthan,2019,2,302017,894996,894996
Rajasthan,2019,2,302012,890906,890906
Rajasthan,2019,2,302029,746005,746005
Rajasthan,2019,2,302020,734567,734567
Rajasthan,2019,2,302022,622825,622825
Rajasthan,2019,2,311001,580827,580827
Rajasthan,2019,2,302018,540137,540137
Rajasthan,2019,2,302033,481947,481947
Rajasthan,2019,3,302001,15037317,15037317
Rajasthan,2019,3,302012,1550134,1550134
Rajasthan,2019,3,302015,1480257,1480257
Rajasthan,2019,3,302017,1443448,1443448
Rajasthan,2019,3,302020,1210064,1210064
Rajasthan,2019,3,302029,1191769,1191769
Rajasthan,2019,3,311001,928820,928820
Rajasthan,2019,3,302018,891386,891386
Rajasthan,2019,3,302022,863740,863740
Rajasthan,2019,3,302033,754156,754156
Rajasthan,2019,4,302001,17153003,17153003
Rajasthan,2019,4,302016,2336054,2336054
Rajasthan,2019,4,302017,1757873,1757873
Rajasthan,2019,4,302015,1739574,1739574
Rajasthan,2019,4,302012,1727597,1727597
Rajasthan,2019,4,302020,1516400,1516400
Rajasthan,2019,4,302029,1434616,1434616
Rajasthan,2019,4,311001,1121852,1121852
Rajasthan,2019,4,302018,1085573,1085573
Rajasthan,2019,4,302022,1075217,1075217
Rajasthan,2020,1,302016,24180734,24180734
Rajasthan,2020,1,302012,1996180,1996180
Rajasthan,2020,1,302017,1789653,1789653
Rajasthan,2020,1,302015,1770262,1770262
Rajasthan,2020,1,302020,1655754,1655754
Rajasthan,2020,1,302029,1549817,1549817
Rajasthan,2020,1,311001,1198654,1198654
Rajasthan,2020,1,302022,1149971,1149971
Rajasthan,2020,1,302018,1117666,1117666
Rajasthan,2020,1,302013,924684,924684
Rajasthan,2020,2,302016,22032140,22032140
Rajasthan,2020,2,302012,1714609,1714609
Rajasthan,2020,2,311001,1047487,1047487
Rajasthan,2020,2,302029,1044546,1044546
Rajasthan,2020,2,302017,926234,926234
Rajasthan,2020,2,302020,903625,903625
Rajasthan,2020,2,302013,811144,811144
Rajasthan,2020,2,301001,761900,761900
Rajasthan,2020,2,302022,719586,719586
Rajasthan,2020,2,302021,663321,663321
Rajasthan,2020,3,302016,34723808,34723808
Rajasthan,2020,3,302012,2978724,2978724
Rajasthan,2020,3,302029,2115683,2115683
Rajasthan,2020,3,302017,1968883,1968883
Rajasthan,2020,3,302020,1953633,1953633
Rajasthan,2020,3,311001,1889390,1889390
Rajasthan,2020,3,302015,1555246,1555246
Rajasthan,2020,3,302013,1417426,1417426
Rajasthan,2020,3,342003,1404294,1404294
Rajasthan,2020,3,302022,1351686,1351686
Rajasthan,2020,4,302016,31028451,31028451
Rajasthan,2020,4,302012,4133916,4133916
Rajasthan,2020,4,302029,2950949,2950949
Rajasthan,2020,4,302020,2848123,2848123
Rajasthan,2020,4,302017,2779460,2779460
Rajasthan,2020,4,311001,2629635,2629635
Rajasthan,2020,4,302015,2430258,2430258
Rajasthan,2020,4,302013,1977523,1977523
Rajasthan,2020,4,302022,1966049,1966049
Rajasthan,2020,4,302021,1854909,1854909
Rajasthan,2021,1,302016,65639307,65639307
Rajasthan,2021,1,302012,4626616,4626616
Rajasthan,2021,1,302020,3612063,3612063
Rajasthan,2021,1,302029,3465448,3465448
Rajasthan,2021,1,302015,3441904,3441904
Rajasthan,2021,1,302017,3318773,3318773
Rajasthan,2021,1,311001,3151531,3151531
Rajasthan,2021,1,342003,2738155,2738155
Rajasthan,2021,1,324006,2670189,2670189
Rajasthan,2021,1,302022,2387446,2387446
Rajasthan,2021,2,302016,81782827,81782827
Rajasthan,2021,2,302012,4455183,4455183
Rajasthan,2021,2,324006,3589441,3589441
Rajasthan,2021,2,342003,3266095,3266095
Rajasthan,2021,2,311001,3136173,3136173
Rajasthan,2021,2,302029,3101183,3101183
Rajasthan,2021,2,302020,2864013,2864013
Rajasthan,2021,2,302017,2560262,2560262
Rajasthan,2021,2,302022,2233349,2233349
Rajasthan,2021,2,302013,2197797,2197797
Rajasthan,2021,3,302016,108659324,108659324
Rajasthan,2021,3,302012,6639234,6639234
Rajasthan,2021,3,302029,5012691,5012691
Rajasthan,2021,3,302020,4961430,4961430
Rajasthan,2021,3,311001,4899345,4899345
Rajasthan,2021,3,342003,4829818,4829818
Rajasthan,2021,3,302015,4573490,4573490
Rajasthan,2021,3,302017,4394803,4394803
Rajasthan,2021,3,324006,4292426,4292426
Rajasthan,2021,3,302022,3587905,3587905
Rajasthan,2021,4,302016,130544931,130544931
Rajasthan,2021,4,302012,7664076,7664076
Rajasthan,2021,4,302020,5920882,5920882
Rajasthan,2021,4,342003,5816053,5816053
Rajasthan,2021,4,302029,5701411,5701411
Rajasthan,2021,4,311001,5610874,5610874
Rajasthan,2021,4,302015,5423917,5423917
Rajasthan,2021,4,302017,5032416,5032416
Rajasthan,2021,4,302022,4339511,4339511
Rajasthan,2021,4,302013,3824987,3824987
Rajasthan,2022,1,302016,148956604,148956604
Rajasthan,2022,1,302012,8411664,8411664
Rajasthan,2022,1,302020,6783960,6783960
Rajasthan,2022,1,311001,6561991,6561991
Rajasthan,2022,1,302029,6558498,6558498
Rajasthan,2022,1,342003,6508137,6508137
Rajasthan,2022,1,302015,6423696,6423696
Rajasthan,2022,1,302017,5642776,5642776
Rajasthan,2022,1,324006,5085722,5085722
Rajasthan,2022,1,302022,5061954,5061954
Rajasthan,2022,2,302016,181570316,181570316
Rajasthan,2022,2,302012,9813239,9813239
Rajasthan,2022,2,302020,8308435,8308435
Rajasthan,2022,2,302015,7973666,7973666
Rajasthan,2022,2,302029,7814739,7814739
Rajasthan,2022,2,342003,7781332,7781332
Rajasthan,2022,2,311001,7375429,7375429
Rajasthan,2022,2,302017,6520767,6520767
Rajasthan,2022,2,302022,5938616,5938616
Rajasthan,2022,2,324006,5916640,5916640
Rajasthan,2022,3,302012,220682742,220682742
Rajasthan,2022,3,302016,25003955,25003955
Rajasthan,2022,3,342003,17890647,17890647
Rajasthan,2022,3,302001,13698118,13698118
Rajasthan,2022,3,301001,8312801,8312801
Rajasthan,2022,3,302020,8160915,8160915
Rajasthan,2022,3,311001,8149741,8149741
Rajasthan,2022,3,302029,7835035,7835035
Rajasthan,2022,3,302015,7686092,7686092
Rajasthan,2022,3,332001,6645042,6645042
Rajasthan,2022,4,302012,255709582,255709582
Rajasthan,2022,4,342003,35485978,35485978
Rajasthan,2022,4,302001,14447137,14447137
Rajasthan,2022,4,313002,12521162,12521162
Rajasthan,2022,4,311001,12252353,12252353
Rajasthan,2022,4,302020,9296078,9296078
Rajasthan,2022,4,301001,9041051,9041051
Rajasthan,2022,4,302029,8692049,8692049
Rajasthan,2022,4,302015,8213130,8213130
Rajasthan,2022,4,332001,7900335,7900335
Sikkim,2018,1,737101,5740,5740
Sikkim,2018,1,737102,4923,4923
Sikkim,2018,1,737132,4892,4892
Sikkim,2018,1,737136,4652,4652
Sikkim,2018,1,737135,3904,3904
Sikkim,2018,1,737134,3423,3423
Sikkim,2018,1,737113,2353,2353
Sikkim,2018,1,737126,1875,1875
Sikkim,2018,1,737120,1611,1611
Sikkim,2018,1,737103,1571,1571
Sikkim,2018,2,737101,10559,10559
Sikkim,2018,2,737102,8320,8320
Sikkim,2018,2,737132,7587,7587
Sikkim,2018,2,737134,6615,6615
Sikkim,2018,2,737136,6185,6185
Sikkim,2018,2,737113,6034,6034
Sikkim,2018,2,737135,5406,5406
Sikkim,2018,2,737120,3787,3787
Sikkim,2018,2,737126,3076,3076
Sikkim,2018,2,737103,2521,2521
Sikkim,2018,3,737101,14511,14511
Sikkim,2018,3,737102,12719,12719
Sikkim,2018,3,737132,11706,11706
Sikkim,2018,3,737136,9650,9650
Sikkim,2018,3,737134,8947,8947
Sikkim,2018,3,737135,8118,8118
Sikkim,2018,3,737113,7647,7647
Sikkim,2018,3,737120,6069,6069
Sikkim,2018,3,737126,5013,5013
Sikkim,2018,3,737121,3808,3808
Sikkim,2018,4,737101,20274,20274
Sikkim,2018,4,737102,17874,17874
Sikkim,2018,4,737132,14835,14835
Sikkim,2018,4,737134,12922,12922
Sikkim,2018,4,737135,12194,12194
Sikkim,2018,4,737136,10755,10755
Sikkim,2018,4,737113,9958,9958
Sikkim,2018,4,737120,9848,9848
Sikkim,2018,4,737126,6911,6911
Sikkim,2018,4,737103,6441,6441
Sikkim,2019,1,737101,74498,74498
Sikkim,2019,1,737102,21109,21109
Sikkim,2019,1,737132,18576,18576
Sikkim,2019,1,737134,17417,17417
Sikkim,2019,1,737135,16362,16362
Sikkim,2019,1,737136,14393,14393
Sikkim,2019,1,737139,11200,11200
Sikkim,2019,1,737113,10400,10400
Sikkim,2019,1,737126,8854,8854
Sikkim,2019,1,737120,8824,8824
Sikkim,2019,2,737101,210317,210317
Sikkim,2019,2,737102,24154,24154
Sikkim,2019,2,737132,18971,18971
Sikkim,2019,2,737134,17748,17748
Sikkim,2019,2,737135,16399,16399
Sikkim,2019,2,737113,14288,14288
Sikkim,2019,2,737136,12919,12919
Sikkim,2019,2,737120,11562,11562
Sikkim,2019,2,737126,9748,9748
Sikkim,2019,2,737103,9511,9511
Sikkim,2019,3,737101,310087,310087
Sikkim,2019,3,737102,32914,32914
Sikkim,2019,3,737132,26828,26828
Sikkim,2019,3,737134,23625,23625
Sikkim,2019,3,737135,22979,22979
Sikkim,2019,3,737120,18083,18083
Sikkim,2019,3,737136,17566,17566
Sikkim,2019,3,737113,17217,17217
Sikkim,2019,3,737126,14129,14129
Sikkim,2019,3,737103,11489,11489
Sikkim,2019,4,737101,477056,477056
Sikkim,2019,4,737102,36686,36686
Sikkim,2019,4,737132,30341,30341
Sikkim,2019,4,737135,27684,27684
Sikkim,2019,4,737134,27482,27482
Sikkim,2019,4,737113,21140,21140
Sikkim,2019,4,737136,20329,20329
Sikkim,2019,4,737120,19877,19877
Sikkim,2019,4,737126,17731,17731
Sikkim,2019,4,737121,14876,14876
Sikkim,2020,1,737101,198806,198806
Sikkim,2020,1,737102,39914,39914
Sikkim,2020,1,737132,34812,34812
Sikkim,2020,1,737134,33365,33365
Sikkim,2020,1,737135,32484,32484
Sikkim,2020,1,737136,23977,23977
Sikkim,2020,1,737113,23512,23512
Sikkim,2020,1,737126,21299,21299
Sikkim,2020,1,737120,20694,20694
Sikkim,2020,1,737121,17254,17254
Sikkim,2020,2,737101,99514,99514
Sikkim,2020,2,737102,48169,48169
Sikkim,2020,2,737134,47609,47609
Sikkim,2020,2,737132,44831,44831
Sikkim,2020,2,737135,40423,40423
Sikkim,2020,2,737113,30686,30686
Sikkim,2020,2,737126,30265,30265
Sikkim,2020,2,737120,26448,26448
Sikkim,2020,2,737121,25732,25732
Sikkim,2020,2,737136,19239,19239
Sikkim,2020,3,737101,123677,123677
Sikkim,2020,3,737102,59676,59676
Sikkim,2020,3,737134,52215,52215
Sikkim,2020,3,737132,47333,47333
Sikkim,2020,3,737135,43495,43495
Sikkim,2020,3,737113,35604,35604
Sikkim,2020,3,737126,34340,34340
Sikkim,2020,3,737120,32188,32188
Sikkim,2020,3,737121,29690,29690
Sikkim,2020,3,737103,22543,22543
Sikkim,2020,4,737101,137621,137621
Sikkim,2020,4,737102,74462,74462
Sikkim,2020,4,737134,63754,63754
Sikkim,2020,4,737132,59211,59211
Sikkim,2020,4,737135,57488,57488
Sikkim,2020,4,737120,49743,49743
Sikkim,2020,4,737113,43961,43961
Sikkim,2020,4,737126,40905,40905
Sikkim,2020,4,737121,33882,33882
Sikkim,2020,4,737103,28640,28640
Sikkim,2021,1,737101,230314,230314
Sikkim,2021,1,737102,72036,72036
Sikkim,2021,1,737134,64481,64481
Sikkim,2021,1,737132,59993,59993
Sikkim,2021,1,737135,54828,54828
Sikkim,2021,1,737113,42491,42491
Sikkim,2021,1,737120,40210,40210
Sikkim,2021,1,737126,37841,37841
Sikkim,2021,1,737136,30655,30655
Sikkim,2021,1,737121,30224,30224
Sikkim,2021,2,737101,297452,297452
Sikkim,2021,2,737102,83039,83039
Sikkim,2021,2,737134,81870,81870
Sikkim,2021,2,737132,73086,73086
Sikkim,2021,2,737135,62588,62588
Sikkim,2021,2,737120,49090,49090
Sikkim,2021,2,737126,45574,45574
Sikkim,2021,2,737113,44882,44882
Sikkim,2021,2,737121,38319,38319
Sikkim,2021,2,737136,35750,35750
Sikkim,2021,3,737101,338734,338734
Sikkim,2021,3,737102,107611,107611
Sikkim,2021,3,737134,98557,98557
Sikkim,2021,3,737132,94310,94310
Sikkim,2021,3,737135,75667,75667
Sikkim,2021,3,737120,59528,59528
Sikkim,2021,3,737126,56216,56216
Sikkim,2021,3,737113,54713,54713
Sikkim,2021,3,737136,44864,44864
Sikkim,2021,3,737121,41335,41335
Sikkim,2021,4,737101,541997,541997
Sikkim,2021,4,737102,138476,138476
Sikkim,2021,4,737132,118733,118733
Sikkim,2021,4,737134,117138,117138
Sikkim,2021,4,737135,89908,89908
Sikkim,2021,4,737120,78184,78184
Sikkim,2021,4,737113,72748,72748
Sikkim,2021,4,737126,71150,71150
Sikkim,2021,4,737136,58616,58616
Sikkim,2021,4,737103,56402,56402
Sikkim,2022,1,737101,572571,572571
Sikkim,2022,1,737102,150873,150873
Sikkim,2022,1,737132,144605,144605
Sikkim,2022,1,737134,137930,137930
Sikkim,2022,1,737135,106025,106025
Sikkim,2022,1,737126,81954,81954
Sikkim,2022,1,737113,80419,80419
Sikkim,2022,1,737136,75513,75513
Sikkim,2022,1,737120,70343,70343
Sikkim,2022,1,737121,56322,56322
