State,Year,Quarter,Pincode,Count,Amount
Himachal Pradesh,2019,1,171001,195883,195883
Himachal Pradesh,2019,1,174101,123799,123799
Himachal Pradesh,2019,1,173025,74611,74611
Himachal Pradesh,2019,1,176323,55205,55205
Himachal Pradesh,2019,1,174303,53301,53301
Himachal Pradesh,2019,1,175001,45323,45323
Himachal Pradesh,2019,1,173030,43744,43744
Himachal Pradesh,2019,1,173212,39751,39751
Himachal Pradesh,2019,1,176001,38942,38942
Himachal Pradesh,2019,2,171001,601958,601958
Himachal Pradesh,2019,2,173205,201216,201216
Himachal Pradesh,2019,2,175001,109216,109216
Himachal Pradesh,2019,2,174101,88463,88463
Himachal Pradesh,2019,2,173212,52208,52208
Himachal Pradesh,2019,2,177001,46283,46283
Himachal Pradesh,2019,2,173025,45328,45328
Himachal Pradesh,2019,2,175131,45240,45240
Himachal Pradesh,2019,2,176001,44908,44908
Himachal Pradesh,2019,2,173030,25921,25921
Himachal Pradesh,2019,3,171001,418230,418230
Himachal Pradesh,2019,3,173205,221062,221062
Himachal Pradesh,2019,3,174101,103786,103786
Himachal Pradesh,2019,3,175001,84465,84465
Himachal Pradesh,2019,3,173212,58925,58925
Himachal Pradesh,2019,3,173025,57215,57215
Himachal Pradesh,2019,3,177005,46521,46521
Himachal Pradesh,2019,3,177001,42631,42631
Himachal Pradesh,2019,3,176001,41789,41789
Himachal Pradesh,2019,3,175131,39283,39283
Himachal Pradesh,2019,4,171001,512584,512584
Himachal Pradesh,2019,4,173205,268652,268652
Himachal Pradesh,2019,4,174101,127476,127476
Himachal Pradesh,2019,4,175001,102183,102183
Himachal Pradesh,2019,4,171003,80497,80497
Himachal Pradesh,2019,4,173212,75663,75663
Himachal Pradesh,2019,4,177001,73796,73796
Himachal Pradesh,2019,4,173025,69647,69647
Himachal Pradesh,2019,4,175131,65988,65988
Himachal Pradesh,2019,4,177005,57146,57146
Himachal Pradesh,2020,1,171003,720359,720359
Himachal Pradesh,2020,1,173205,314715,314715
Himachal Pradesh,2020,1,174101,151372,151372
Himachal Pradesh,2020,1,173212,105295,105295
Himachal Pradesh,2020,1,173025,85924,85924
Himachal Pradesh,2020,1,175131,81806,81806
Himachal Pradesh,2020,1,175001,73343,73343
Himachal Pradesh,2020,1,177005,63522,63522
Himachal Pradesh,2020,1,171001,61878,61878
